order_id,product_id,quantity,unit_price,item_total
54,4,3,308.93,926.79
54,225,10,786.43,7864.299999999999
54,371,1,64.48,64.48
55,493,5,110.02,550.1
55,394,5,326.74,1633.7
55,65,7,629.73,4408.110000000001
55,107,7,797.03,5579.21
55,392,6,743.26,4459.56
56,135,8,179.67,1437.36
56,345,5,877.07,4385.35
57,85,7,310.16,2171.1200000000003
57,19,10,368.17,3681.7
57,43,2,136.07,272.14
57,411,1,314.44,314.44
57,371,9,64.48,580.32
58,209,10,597.88,5978.8
58,201,10,676.25,6762.5
58,437,5,305.85,1529.25
58,99,5,935.41,4677.05
58,76,2,250.43,500.86
59,148,5,568.32,2841.6000000000004
59,500,6,593.06,3558.36
59,406,5,159.06,795.3
60,254,4,600.46,2401.84
60,496,3,961.06,2883.18
60,181,9,367.51,3307.59
61,187,7,341.39,2389.73
61,303,6,638.49,3830.94
61,337,3,95.82,287.46
61,181,1,367.51,367.51
61,99,8,935.41,7483.28
62,460,7,425.04,2975.28
62,231,7,930.62,6514.34
62,208,1,704.62,704.62
62,412,10,983.28,9832.8
63,24,6,683.49,4100.9400000000005
63,109,4,917.73,3670.92
64,281,6,614.16,3684.96
64,335,9,750.79,6757.11
64,40,5,875.81,4379.049999999999
64,86,3,219.69,659.0699999999999
65,316,5,875.68,4378.4
65,121,2,540.38,1080.76
66,212,9,616.55,5548.95
66,308,3,551.84,1655.52
66,18,6,530.25,3181.5
67,9,6,772.14,4632.84
67,149,4,680.26,2721.04
68,331,6,645.16,3870.96
68,416,5,418.93,2094.65
68,337,10,95.82,958.2
69,346,8,610.86,4886.88
70,1,10,482.68,4826.8
70,125,10,157.41,1574.1
70,255,2,428.81,857.62
70,482,8,546.7,4373.6
70,179,4,72.63,290.52
71,90,9,556.56,5009.039999999999
71,142,5,926.33,4631.650000000001
71,97,7,566.9,3968.3
71,409,1,951.48,951.48
72,140,6,888.68,5332.08
72,112,7,58.03,406.21
73,406,6,159.06,954.36
73,289,3,144.23,432.69
74,343,3,611.52,1834.56
74,31,6,748.35,4490.1
74,183,1,620.5,620.5
75,296,4,381.42,1525.68
75,15,3,759.78,2279.34
75,144,10,929.48,9294.8
76,359,3,293.62,880.86
77,71,7,478.78,3351.46
77,37,7,964.14,6748.98
77,383,8,64.88,519.04
77,318,7,91.6,641.1999999999999
78,374,4,21.24,84.96
78,401,6,17.89,107.34
78,205,1,586.42,586.42
78,191,6,964.93,5789.58
78,366,9,637.95,5741.55
79,337,4,95.82,383.28
80,361,5,408.25,2041.25
80,457,3,650.81,1952.43
80,107,2,797.03,1594.06
81,491,5,960.95,4804.75
81,439,3,560.39,1681.17
81,128,2,379.32,758.64
81,434,1,837.57,837.57
81,325,5,17.98,89.9
82,152,10,87.64,876.4
82,351,9,533.0,4797.0
82,326,6,988.27,5929.62
82,381,7,975.3,6827.099999999999
82,105,3,966.84,2900.52
83,165,4,742.26,2969.04
83,348,3,785.96,2357.88
83,312,7,26.12,182.84
84,356,3,26.52,79.56
84,307,4,329.64,1318.56
85,225,3,786.43,2359.29
85,44,2,758.62,1517.24
85,353,6,862.21,5173.26
85,366,1,637.95,637.95
85,10,7,642.32,4496.240000000001
86,255,10,428.81,4288.1
86,279,1,217.78,217.78
86,297,10,796.65,7966.5
86,194,1,332.63,332.63
86,227,2,724.77,1449.54
87,358,2,949.19,1898.38
88,106,2,495.69,991.38
88,161,9,94.84,853.5600000000001
88,121,5,540.38,2701.9
88,21,8,903.86,7230.88
89,495,1,949.21,949.21
89,241,5,581.57,2907.8500000000004
90,347,9,397.83,3580.47
91,181,3,367.51,1102.53
91,296,7,381.42,2669.94
91,242,2,195.09,390.18
91,433,9,699.91,6299.19
91,443,10,378.52,3785.2
92,306,2,826.6,1653.2
93,472,4,818.12,3272.48
93,288,5,985.63,4928.15
93,435,9,100.3,902.7
93,318,4,91.6,366.4
93,176,6,576.24,3457.44
94,67,3,942.17,2826.51
94,83,1,727.06,727.06
94,398,9,954.54,8590.86
95,96,6,377.0,2262.0
95,313,4,446.87,1787.48
95,54,1,252.29,252.29
95,66,1,500.66,500.66
96,27,10,140.62,1406.2
97,14,2,421.69,843.38
97,115,9,226.53,2038.77
98,418,5,584.96,2924.8
99,333,5,614.22,3071.1000000000004
99,366,5,637.95,3189.75
99,437,8,305.85,2446.8
99,339,1,390.19,390.19
100,215,5,20.44,102.2
101,353,7,862.21,6035.47
101,498,2,696.62,1393.24
101,388,2,860.1,1720.2
102,82,3,196.28,588.84
102,369,6,67.33,403.98
103,180,5,426.89,2134.45
103,85,2,310.16,620.32
103,471,6,660.3,3961.8
103,39,6,381.89,2291.34
103,165,3,742.26,2226.78
104,277,8,455.24,3641.92
104,449,5,131.3,656.5
104,234,7,239.54,1676.78
104,59,8,325.71,2605.68
105,58,2,817.63,1635.26
105,346,3,610.86,1832.58
106,182,3,723.69,2171.07
107,227,8,724.77,5798.16
107,61,10,877.5,8775.0
107,36,8,768.17,6145.36
107,167,3,450.29,1350.87
107,320,10,312.45,3124.5
108,201,1,676.25,676.25
108,438,3,40.77,122.31
108,231,8,930.62,7444.96
108,155,8,771.32,6170.56
108,154,2,840.29,1680.58
109,308,2,551.84,1103.68
110,252,1,125.78,125.78
110,93,9,517.69,4659.210000000001
110,234,10,239.54,2395.4
111,184,9,144.13,1297.17
111,105,9,966.84,8701.56
111,477,10,808.15,8081.5
112,213,8,680.7,5445.6
112,199,6,217.55,1305.3000000000002
113,176,3,576.24,1728.72
113,388,9,860.1,7740.900000000001
113,273,10,824.38,8243.8
113,61,1,877.5,877.5
114,140,9,888.68,7998.12
114,331,8,645.16,5161.28
115,357,8,269.56,2156.48
116,66,5,500.66,2503.3
116,282,1,619.99,619.99
116,150,9,390.01,3510.09
117,142,7,926.33,6484.31
117,300,4,460.15,1840.6
117,205,2,586.42,1172.84
117,346,8,610.86,4886.88
118,338,2,754.92,1509.84
118,481,8,838.33,6706.64
118,303,8,638.49,5107.92
118,245,6,320.27,1921.62
119,108,2,723.11,1446.22
120,160,9,682.9,6146.099999999999
121,228,10,76.5,765.0
122,498,9,696.62,6269.58
122,97,9,566.9,5102.099999999999
122,336,4,619.92,2479.68
123,190,6,208.84,1253.04
123,215,6,20.44,122.64
123,169,1,436.67,436.67
123,432,4,809.52,3238.08
124,453,10,432.4,4324.0
124,371,10,64.48,644.8000000000001
124,3,8,452.27,3618.16
124,69,6,422.16,2532.96
124,165,8,742.26,5938.08
125,79,1,727.34,727.34
125,183,6,620.5,3723.0
126,104,9,264.75,2382.75
126,258,9,175.2,1576.8
126,27,6,140.62,843.72
127,370,3,124.83,374.49
128,395,2,575.82,1151.64
128,483,5,47.58,237.9
128,47,10,255.04,2550.4
128,209,4,597.88,2391.52
129,280,4,692.24,2768.96
129,412,8,983.28,7866.24
129,231,4,930.62,3722.48
129,264,6,687.85,4127.1
130,211,10,668.05,6680.5
131,131,10,657.2,6572.0
131,303,9,638.49,5746.41
131,24,3,683.49,2050.4700000000003
131,317,8,102.41,819.28
132,131,9,657.2,5914.8
133,479,9,703.56,6332.039999999999
133,129,3,569.35,1708.0500000000002
133,27,10,140.62,1406.2
133,307,3,329.64,988.92
134,127,10,274.65,2746.5
134,149,10,680.26,6802.6
134,191,6,964.93,5789.58
134,104,9,264.75,2382.75
135,295,4,636.08,2544.32
135,153,5,63.16,315.79999999999995
135,186,7,806.04,5642.28
135,86,6,219.69,1318.14
135,90,5,556.56,2782.8
136,74,7,566.76,3967.32
136,258,10,175.2,1752.0
137,182,5,723.69,3618.45
137,336,9,619.92,5579.28
137,274,6,446.95,2681.7
137,289,9,144.23,1298.07
137,224,4,354.85,1419.4
138,447,5,449.0,2245.0
138,183,6,620.5,3723.0
138,476,3,184.34,553.02
138,330,3,145.76,437.28
138,253,9,149.94,1349.46
139,5,2,21.32,42.64
139,498,6,696.62,4179.72
139,243,9,462.97,4166.7300000000005
140,413,7,961.57,6730.990000000001
140,188,9,974.48,8770.32
140,306,5,826.6,4133.0
140,236,7,437.81,3064.67
140,292,1,257.18,257.18
141,68,7,787.95,5515.650000000001
142,108,4,723.11,2892.44
143,130,5,306.97,1534.85
143,433,3,699.91,2099.73
143,91,1,386.86,386.86
144,291,9,135.62,1220.58
144,417,1,463.87,463.87
145,76,10,250.43,2504.3
146,195,4,371.37,1485.48
146,372,9,661.47,5953.2300000000005
146,237,7,617.97,4325.79
146,379,4,341.66,1366.64
146,331,9,645.16,5806.44
147,318,7,91.6,641.1999999999999
148,212,9,616.55,5548.95
148,388,1,860.1,860.1
148,30,1,31.55,31.55
149,247,8,358.47,2867.76
149,438,4,40.77,163.08
149,473,6,65.35,392.1
149,490,10,848.02,8480.2
149,307,9,329.64,2966.76
150,488,5,68.96,344.79999999999995
150,495,8,949.21,7593.68
151,105,3,966.84,2900.52
152,38,2,454.05,908.1
152,345,7,877.07,6139.490000000001
152,178,1,308.12,308.12
152,385,7,775.6,5429.2
152,380,5,528.62,2643.1
153,366,3,637.95,1913.85
153,248,10,180.8,1808.0
154,5,8,21.32,170.56
154,418,3,584.96,1754.88
154,53,1,675.3,675.3
155,248,1,180.8,180.8
155,466,10,35.8,358.0
155,337,5,95.82,479.1
155,32,8,54.84,438.72
155,461,10,256.66,2566.6000000000004
156,103,6,658.06,3948.36
157,207,9,424.12,3817.08
157,125,2,157.41,314.82
158,386,9,677.38,6096.42
158,381,9,975.3,8777.699999999999
158,101,7,336.57,2355.99
158,330,2,145.76,291.52
159,450,6,60.13,360.78
159,127,6,274.65,1647.9
160,422,10,298.76,2987.6
160,29,9,676.04,6084.36
161,85,2,310.16,620.32
162,458,4,883.95,3535.8
162,36,10,768.17,7681.7
162,143,10,567.87,5678.7
162,282,4,619.99,2479.96
163,67,7,942.17,6595.19
163,291,2,135.62,271.24
163,313,7,446.87,3128.09
164,145,1,961.85,961.85
164,460,9,425.04,3825.36
164,348,6,785.96,4715.76
165,464,8,350.59,2804.72
165,188,1,974.48,974.48
165,69,5,422.16,2110.8
165,444,4,93.2,372.8
166,249,2,802.61,1605.22
167,490,1,848.02,848.02
167,232,2,520.83,1041.66
167,44,4,758.62,3034.48
167,321,4,434.94,1739.76
167,196,7,207.8,1454.6
168,365,7,541.03,3787.21
168,21,2,903.86,1807.72
168,395,3,575.82,1727.46
168,268,1,542.23,542.23
168,230,8,651.49,5211.92
169,130,2,306.97,613.94
170,27,9,140.62,1265.58
170,339,2,390.19,780.38
170,213,10,680.7,6807.0
171,426,7,944.12,6608.84
171,11,8,373.87,2990.96
171,125,7,157.41,1101.87
171,437,7,305.85,2140.9500000000003
172,320,2,312.45,624.9
172,405,9,735.14,6616.26
172,153,1,63.16,63.16
172,235,10,192.61,1926.1
173,228,1,76.5,76.5
173,98,2,154.46,308.92
173,431,6,853.96,5123.76
173,254,9,600.46,5404.14
173,269,2,569.99,1139.98
174,25,10,493.94,4939.4
174,437,2,305.85,611.7
174,421,5,665.82,3329.1000000000004
175,361,1,408.25,408.25
175,272,8,825.05,6600.4
175,133,3,385.47,1156.41
175,219,9,774.62,6971.58
176,384,9,175.21,1576.89
176,114,5,77.29,386.4500000000001
176,205,3,586.42,1759.2599999999998
176,94,5,107.62,538.1
177,352,1,934.59,934.59
177,28,9,568.27,5114.43
177,61,9,877.5,7897.5
178,492,1,942.5,942.5
179,397,9,230.95,2078.55
179,95,9,764.01,6876.09
179,150,2,390.01,780.02
179,288,5,985.63,4928.15
180,403,4,626.49,2505.96
180,265,7,841.49,5890.43
180,426,9,944.12,8497.08
181,61,4,877.5,3510.0
181,262,10,203.18,2031.8
182,103,3,658.06,1974.18
183,473,9,65.35,588.15
184,69,2,422.16,844.32
184,295,5,636.08,3180.4
184,121,2,540.38,1080.76
184,485,5,483.21,2416.05
184,286,2,979.21,1958.42
185,364,8,921.72,7373.76
185,363,6,92.76,556.5600000000001
185,390,6,921.02,5526.12
185,421,3,665.82,1997.46
185,163,4,91.22,364.88
186,335,2,750.79,1501.58
186,355,4,765.1,3060.4
186,225,6,786.43,4718.58
186,267,8,299.17,2393.36
186,178,8,308.12,2464.96
187,56,10,756.84,7568.400000000001
187,151,3,792.59,2377.77
187,216,10,515.57,5155.700000000001
188,476,7,184.34,1290.38
188,445,3,918.25,2754.75
188,7,1,127.04,127.04
189,155,7,771.32,5399.240000000001
189,298,5,408.82,2044.1
190,259,8,195.23,1561.84
190,212,8,616.55,4932.4
190,159,8,941.73,7533.84
191,284,9,574.37,5169.33
191,97,2,566.9,1133.8
191,23,3,855.94,2567.82
191,253,10,149.94,1499.4
192,262,9,203.18,1828.62
192,217,4,584.71,2338.84
193,303,2,638.49,1276.98
194,458,10,883.95,8839.5
195,201,4,676.25,2705.0
195,4,1,308.93,308.93
195,278,9,444.68,4002.12
195,381,5,975.3,4876.5
195,260,9,623.22,5608.9800000000005
196,92,6,365.67,2194.02
196,376,7,266.65,1866.55
197,67,3,942.17,2826.51
197,328,8,389.24,3113.92
197,62,9,228.83,2059.4700000000003
198,13,6,460.43,2762.58
198,104,9,264.75,2382.75
198,477,1,808.15,808.15
198,179,4,72.63,290.52
199,290,9,919.58,8276.220000000001
199,16,3,827.35,2482.05
200,357,10,269.56,2695.6
200,339,10,390.19,3901.9
201,216,6,515.57,3093.42
201,179,1,72.63,72.63
201,262,4,203.18,812.72
201,268,8,542.23,4337.84
202,350,6,504.59,3027.54
202,344,4,36.56,146.24
202,295,1,636.08,636.08
203,234,6,239.54,1437.24
203,193,7,496.1,3472.7000000000003
203,219,8,774.62,6196.96
203,393,8,328.58,2628.64
203,322,1,104.23,104.23
204,432,2,809.52,1619.04
204,202,9,309.8,2788.2000000000003
204,299,5,697.76,3488.8
205,294,10,398.77,3987.7
205,458,3,883.95,2651.8500000000004
205,25,7,493.94,3457.58
205,476,7,184.34,1290.38
205,194,6,332.63,1995.78
206,155,9,771.32,6941.88
207,177,9,386.92,3482.28
207,333,7,614.22,4299.54
208,419,8,640.84,5126.72
208,137,10,977.56,9775.6
208,189,1,327.46,327.46
208,145,9,961.85,8656.65
209,337,4,95.82,383.28
209,358,2,949.19,1898.38
210,119,4,536.89,2147.56
210,123,3,436.27,1308.81
210,490,3,848.02,2544.06
211,67,2,942.17,1884.34
211,231,4,930.62,3722.48
211,218,7,451.32,3159.24
211,85,6,310.16,1860.96
211,57,2,148.73,297.46
212,428,8,455.07,3640.56
212,218,4,451.32,1805.28
212,141,10,56.1,561.0
212,473,3,65.35,196.05
213,204,4,83.23,332.92
214,391,10,557.34,5573.400000000001
214,57,3,148.73,446.19
214,183,3,620.5,1861.5
214,210,9,118.28,1064.52
214,450,1,60.13,60.13
215,299,3,697.76,2093.28
216,186,7,806.04,5642.28
216,230,10,651.49,6514.9
216,115,10,226.53,2265.3
216,154,1,840.29,840.29
216,70,5,382.7,1913.5
217,218,10,451.32,4513.2
217,209,8,597.88,4783.04
217,207,8,424.12,3392.96
217,157,3,39.33,117.99
218,182,3,723.69,2171.07
218,271,10,123.06,1230.6
218,369,3,67.33,201.99
218,333,10,614.22,6142.200000000001
218,81,9,606.89,5462.01
219,231,8,930.62,7444.96
219,467,10,39.01,390.1
219,167,10,450.29,4502.900000000001
220,415,7,922.06,6454.42
220,49,3,767.84,2303.52
220,347,2,397.83,795.66
220,68,1,787.95,787.95
221,397,7,230.95,1616.65
221,273,3,824.38,2473.14
221,480,10,567.97,5679.700000000001
221,39,2,381.89,763.78
221,465,3,328.39,985.17
222,176,1,576.24,576.24
222,277,9,455.24,4097.16
222,339,9,390.19,3511.71
222,284,2,574.37,1148.74
222,7,2,127.04,254.08
223,315,10,883.33,8833.300000000001
223,287,9,577.01,5193.09
224,396,9,676.59,6089.31
224,426,7,944.12,6608.84
224,169,6,436.67,2620.02
224,317,1,102.41,102.41
225,88,4,915.3,3661.2
225,261,8,952.32,7618.56
225,224,7,354.85,2483.9500000000003
225,6,6,695.84,4175.04
226,261,2,952.32,1904.64
226,23,7,855.94,5991.58
226,328,3,389.24,1167.72
226,23,5,855.94,4279.700000000001
226,295,8,636.08,5088.64
227,120,10,26.56,265.6
227,396,9,676.59,6089.31
227,446,7,997.19,6980.33
228,315,1,883.33,883.33
229,240,9,754.8,6793.2
230,476,6,184.34,1106.04
230,376,7,266.65,1866.55
231,267,7,299.17,2094.19
231,119,10,536.89,5368.9
232,135,7,179.67,1257.6899999999998
232,85,10,310.16,3101.6000000000004
232,245,6,320.27,1921.62
232,227,10,724.77,7247.7
232,279,5,217.78,1088.9
233,361,7,408.25,2857.75
233,185,9,338.9,3050.1
234,125,6,157.41,944.46
234,477,9,808.15,7273.349999999999
235,54,5,252.29,1261.45
235,342,10,557.86,5578.6
235,118,6,662.69,3976.14
236,309,2,853.9,1707.8
236,439,4,560.39,2241.56
237,361,2,408.25,816.5
237,179,4,72.63,290.52
238,54,9,252.29,2270.61
238,155,10,771.32,7713.200000000001
238,410,1,382.51,382.51
239,368,2,701.69,1403.38
240,303,7,638.49,4469.43
240,429,2,129.53,259.06
240,239,2,707.69,1415.38
240,416,5,418.93,2094.65
240,358,4,949.19,3796.76
241,476,1,184.34,184.34
241,465,7,328.39,2298.73
241,203,7,162.6,1138.2
241,121,10,540.38,5403.8
241,134,9,65.55,589.9499999999999
242,467,1,39.01,39.01
242,194,3,332.63,997.89
242,226,8,354.82,2838.56
242,459,8,96.84,774.72
242,77,1,650.24,650.24
243,219,5,774.62,3873.1
243,251,4,320.05,1280.2
243,377,1,752.28,752.28
243,59,10,325.71,3257.1
243,121,9,540.38,4863.42
244,282,10,619.99,6199.9
244,395,3,575.82,1727.46
245,246,4,398.62,1594.48
245,320,1,312.45,312.45
245,201,3,676.25,2028.75
246,236,6,437.81,2626.86
246,462,7,796.9,5578.3
246,398,7,954.54,6681.78
246,79,10,727.34,7273.400000000001
247,440,2,103.78,207.56
248,49,9,767.84,6910.56
248,411,10,314.44,3144.4
248,218,6,451.32,2707.92
249,83,10,727.06,7270.599999999999
249,469,4,363.86,1455.44
250,484,1,605.65,605.65
250,248,5,180.8,904.0
250,162,3,800.07,2400.21
250,418,7,584.96,4094.72
250,213,9,680.7,6126.3
251,116,9,69.85,628.65
252,470,9,974.24,8768.16
253,321,5,434.94,2174.7
253,72,8,307.73,2461.84
253,282,7,619.99,4339.93
253,24,10,683.49,6834.9
253,440,8,103.78,830.24
254,271,8,123.06,984.48
254,111,10,840.68,8406.8
254,360,1,769.44,769.44
254,468,8,68.01,544.08
255,51,7,248.26,1737.82
256,7,6,127.04,762.24
256,321,7,434.94,3044.58
257,234,1,239.54,239.54
257,99,5,935.41,4677.05
257,94,4,107.62,430.48
257,169,5,436.67,2183.35
257,262,2,203.18,406.36
258,447,2,449.0,898.0
258,350,9,504.59,4541.31
258,17,3,683.54,2050.62
259,328,4,389.24,1556.96
259,361,10,408.25,4082.5
259,258,5,175.2,876.0
260,239,8,707.69,5661.52
260,272,4,825.05,3300.2
261,286,5,979.21,4896.05
261,158,4,495.7,1982.8
262,115,10,226.53,2265.3
262,320,6,312.45,1874.7
263,222,2,921.34,1842.68
264,13,10,460.43,4604.3
264,264,1,687.85,687.85
264,231,9,930.62,8375.58
264,12,1,957.79,957.79
265,308,6,551.84,3311.04
265,318,8,91.6,732.8
265,187,10,341.39,3413.9
265,150,5,390.01,1950.05
265,191,8,964.93,7719.44
266,400,7,334.03,2338.21
266,84,4,484.6,1938.4
266,404,10,595.77,5957.7
267,497,7,182.46,1277.22
267,346,8,610.86,4886.88
267,252,9,125.78,1132.02
267,164,1,714.56,714.56
267,225,9,786.43,7077.87
268,398,8,954.54,7636.32
268,478,2,914.84,1829.68
269,102,6,835.03,5010.18
269,105,1,966.84,966.84
269,6,1,695.84,695.84
269,450,4,60.13,240.52
270,47,6,255.04,1530.24
271,230,3,651.49,1954.47
271,115,9,226.53,2038.77
271,89,5,706.73,3533.65
272,406,10,159.06,1590.6
272,185,6,338.9,2033.4
272,499,6,789.12,4734.72
272,112,3,58.03,174.09
273,89,7,706.73,4947.110000000001
273,396,6,676.59,4059.54
274,448,8,906.03,7248.24
274,469,3,363.86,1091.58
274,37,10,964.14,9641.4
275,309,2,853.9,1707.8
275,361,5,408.25,2041.25
276,324,7,524.25,3669.75
276,413,4,961.57,3846.28
276,48,3,282.89,848.67
276,157,3,39.33,117.99
277,94,7,107.62,753.34
277,10,8,642.32,5138.56
278,265,9,841.49,7573.41
278,156,6,402.74,2416.44
278,167,8,450.29,3602.32
278,84,5,484.6,2423.0
278,147,5,929.59,4647.95
279,11,7,373.87,2617.09
280,347,1,397.83,397.83
280,317,4,102.41,409.64
281,71,8,478.78,3830.24
282,49,6,767.84,4607.04
282,174,9,419.67,3777.03
282,424,9,833.58,7502.22
283,236,7,437.81,3064.67
284,159,4,941.73,3766.92
284,442,10,139.41,1394.1
284,156,10,402.74,4027.4
284,143,9,567.87,5110.83
284,498,3,696.62,2089.86
285,255,9,428.81,3859.29
285,224,8,354.85,2838.8
285,67,8,942.17,7537.36
286,318,5,91.6,458.0
286,337,8,95.82,766.56
286,200,3,832.97,2498.91
286,407,3,33.67,101.01
286,448,6,906.03,5436.18
287,92,10,365.67,3656.7
287,62,7,228.83,1601.8100000000002
287,104,2,264.75,529.5
287,152,2,87.64,175.28
287,86,3,219.69,659.0699999999999
288,479,6,703.56,4221.36
288,151,5,792.59,3962.95
288,124,5,115.95,579.75
289,430,5,457.4,2287.0
289,210,8,118.28,946.24
289,370,6,124.83,748.98
289,140,10,888.68,8886.8
290,413,3,961.57,2884.71
290,341,3,284.2,852.5999999999999
290,450,1,60.13,60.13
290,199,3,217.55,652.6500000000001
291,361,2,408.25,816.5
291,319,4,173.87,695.48
291,401,3,17.89,53.67
292,342,2,557.86,1115.72
293,264,1,687.85,687.85
294,36,2,768.17,1536.34
295,225,2,786.43,1572.86
295,175,7,727.6,5093.2
296,399,5,867.37,4336.85
296,58,8,817.63,6541.04
297,103,9,658.06,5922.539999999999
297,350,3,504.59,1513.77
298,474,6,579.94,3479.6400000000003
298,464,8,350.59,2804.72
298,388,8,860.1,6880.8
299,490,8,848.02,6784.16
299,35,3,294.22,882.6600000000001
299,19,9,368.17,3313.53
299,459,3,96.84,290.52
299,409,10,951.48,9514.8
300,346,7,610.86,4276.02
300,297,9,796.65,7169.849999999999
300,35,9,294.22,2647.9800000000005
300,489,5,707.65,3538.25
300,268,6,542.23,3253.38
301,35,2,294.22,588.44
301,118,8,662.69,5301.52
302,427,5,117.88,589.4
302,325,3,17.98,53.94
302,343,5,611.52,3057.6
302,213,1,680.7,680.7
303,97,6,566.9,3401.4
303,177,5,386.92,1934.6
304,340,8,321.36,2570.88
305,312,7,26.12,182.84
306,296,1,381.42,381.42
306,247,9,358.47,3226.2300000000005
