product_id,name,category,price,stock_quantity,total_quantity_sold,total_revenue
45,Product_45,Home & Garden,676.76,557,142,96099.92
46,Product_46,Home & Garden,536.61,843,151,81028.11
47,Product_47,Clothing,255.04,354,120,30604.8
48,Product_48,Clothing,282.89,959,150,42433.5
49,Product_49,Beauty,767.84,32,162,124390.08
50,Product_50,Beauty,425.05,784,129,54831.45
51,Product_51,Electronics,248.26,68,177,43942.02
52,Product_52,Electronics,598.0,457,130,77740.0
53,Product_53,Sports,675.3,893,105,70906.5
54,Product_54,Electronics,252.29,45,142,35825.18
55,Product_55,Home & Garden,444.57,552,116,51570.119999999995
56,Product_56,Clothing,756.84,794,151,114282.84
57,Product_57,Electronics,148.73,296,145,21565.85
58,Product_58,Clothing,817.63,749,164,134091.32
59,Product_59,Sports,325.71,612,123,40062.329999999994
60,Product_60,Beauty,820.2,242,181,148456.2
61,Product_61,Books,877.5,676,175,153562.5
62,Product_62,Sports,228.83,307,186,42562.380000000005
63,Product_63,Books,70.35,971,117,8230.95
64,Product_64,Sports,880.92,933,230,202611.6
65,Product_65,Clothing,629.73,437,197,124056.81
66,Product_66,Sports,500.66,995,152,76100.32
67,Product_67,Books,942.17,687,132,124366.44
68,Product_68,Home & Garden,787.95,326,197,155226.15
69,Product_69,Beauty,422.16,152,178,75144.48000000001
70,Product_70,Books,382.7,772,157,60083.9
71,Product_71,Sports,478.78,869,157,75168.45999999999
72,Product_72,Clothing,307.73,724,209,64315.57000000001
73,Product_73,Clothing,807.72,936,116,93695.52
74,Product_74,Electronics,566.76,991,93,52708.68
75,Product_75,Home & Garden,561.71,137,217,121891.07
76,Product_76,Home & Garden,250.43,208,179,44826.97
77,Product_77,Books,650.24,944,173,112491.52
78,Product_78,Home & Garden,848.66,94,121,102687.86
79,Product_79,Sports,727.34,195,124,90190.16
80,Product_80,Electronics,275.78,689,163,44952.14
81,Product_81,Sports,606.89,894,138,83750.81999999999
82,Product_82,Electronics,196.28,779,199,39059.72
83,Product_83,Sports,727.06,572,174,126508.43999999999
84,Product_84,Clothing,484.6,890,165,79959.0
85,Product_85,Books,310.16,930,160,49625.600000000006
86,Product_86,Electronics,219.69,194,149,32733.81
87,Product_87,Beauty,126.14,772,134,16902.760000000002
88,Product_88,Home & Garden,915.3,712,151,138210.3
89,Product_89,Sports,706.73,406,205,144879.65
90,Product_90,Clothing,556.56,794,148,82370.87999999999
91,Product_91,Books,386.86,546,129,49904.94
92,Product_92,Beauty,365.67,267,190,69477.3
93,Product_93,Books,517.69,509,158,81795.02
94,Product_94,Home & Garden,107.62,739,127,13667.74
95,Product_95,Home & Garden,764.01,327,172,131409.72
96,Product_96,Clothing,377.0,423,168,63336.0
97,Product_97,Electronics,566.9,226,188,106577.2
98,Product_98,Beauty,154.46,267,180,27802.800000000003
99,Product_99,Sports,935.41,593,238,222627.58
100,Product_100,Beauty,423.4,156,135,57159.0
101,Product_101,Clothing,336.57,388,206,69333.42
102,Product_102,Sports,835.03,511,195,162830.84999999998
103,Product_103,Sports,658.06,701,182,119766.92
104,Product_104,Books,264.75,841,148,39183.0
105,Product_105,Home & Garden,966.84,657,136,131490.24
106,Product_106,Beauty,495.69,172,135,66918.15
107,Product_107,Beauty,797.03,173,128,102019.84
108,Product_108,Clothing,723.11,500,146,105574.06
109,Product_109,Clothing,917.73,555,147,134906.31
110,Product_110,Beauty,957.66,536,160,153225.6
111,Product_111,Electronics,840.68,76,187,157207.16
112,Product_112,Beauty,58.03,6,184,10677.52
113,Product_113,Home & Garden,146.12,645,199,29077.88
114,Product_114,Clothing,77.29,154,149,11516.210000000001
115,Product_115,Electronics,226.53,466,244,55273.32
116,Product_116,Books,69.85,653,143,9988.55
117,Product_117,Beauty,934.56,934,160,149529.59999999998
118,Product_118,Home & Garden,662.69,16,292,193505.48
119,Product_119,Electronics,536.89,421,102,54762.78
120,Product_120,Electronics,26.56,739,132,3505.92
121,Product_121,Books,540.38,293,135,72951.3
122,Product_122,Electronics,507.19,714,150,76078.5
123,Product_123,Beauty,436.27,962,161,70239.47
124,Product_124,Clothing,115.95,98,157,18204.15
125,Product_125,Sports,157.41,196,161,25343.01
126,Product_126,Sports,531.19,834,141,74897.79000000001
127,Product_127,Books,274.65,406,187,51359.549999999996
128,Product_128,Electronics,379.32,415,202,76622.64
129,Product_129,Home & Garden,569.35,713,191,108745.85
130,Product_130,Clothing,306.97,847,169,51877.93
131,Product_131,Electronics,657.2,878,195,128154.0
132,Product_132,Beauty,761.99,95,135,102868.65
133,Product_133,Home & Garden,385.47,565,171,65915.37
134,Product_134,Home & Garden,65.55,9,168,11012.4
135,Product_135,Beauty,179.67,511,171,30723.569999999996
136,Product_136,Home & Garden,648.46,339,155,100511.3
137,Product_137,Sports,977.56,997,122,119262.31999999999
138,Product_138,Electronics,895.84,941,161,144230.24
139,Product_139,Electronics,237.47,922,110,26121.7
140,Product_140,Beauty,888.68,486,156,138634.08
141,Product_141,Books,56.1,76,150,8415.0
142,Product_142,Beauty,926.33,920,270,250109.1
143,Product_143,Sports,567.87,33,191,108463.17
144,Product_144,Clothing,929.48,322,156,144998.88
145,Product_145,Electronics,961.85,601,196,188522.6
146,Product_146,Clothing,754.73,729,180,135851.4
147,Product_147,Home & Garden,929.59,306,144,133860.96
148,Product_148,Clothing,568.32,580,144,81838.08
149,Product_149,Home & Garden,680.26,553,167,113603.42
150,Product_150,Books,390.01,757,212,82682.12
151,Product_151,Clothing,792.59,705,139,110170.01000000001
152,Product_152,Beauty,87.64,763,180,15775.2
153,Product_153,Books,63.16,447,218,13768.88
154,Product_154,Clothing,840.29,348,179,150411.91
155,Product_155,Sports,771.32,977,213,164291.16
156,Product_156,Sports,402.74,792,180,72493.2
157,Product_157,Books,39.33,279,163,6410.79
158,Product_158,Home & Garden,495.7,364,146,72372.2
159,Product_159,Sports,941.73,442,200,188346.0
160,Product_160,Clothing,682.9,676,128,87411.2
161,Product_161,Home & Garden,94.84,633,152,14415.68
162,Product_162,Books,800.07,730,193,154413.51
163,Product_163,Electronics,91.22,157,144,13135.68
164,Product_164,Home & Garden,714.56,649,162,115758.71999999999
165,Product_165,Clothing,742.26,324,139,103174.14
166,Product_166,Books,115.49,5,102,11779.98
167,Product_167,Books,450.29,779,187,84204.23
168,Product_168,Books,111.21,89,123,13678.83
169,Product_169,Clothing,436.67,570,122,53273.74
170,Product_170,Sports,517.32,105,182,94152.24
171,Product_171,Electronics,98.72,567,129,12734.880000000001
172,Product_172,Electronics,600.96,803,144,86538.24
173,Product_173,Books,865.08,12,117,101214.36000000002
174,Product_174,Books,419.67,797,188,78897.96
175,Product_175,Electronics,727.6,572,147,106957.2
176,Product_176,Clothing,576.24,173,100,57624.0
177,Product_177,Beauty,386.92,142,136,52621.12
178,Product_178,Books,308.12,504,176,54229.12
179,Product_179,Clothing,72.63,445,205,14889.15
180,Product_180,Books,426.89,495,163,69583.06999999999
181,Product_181,Electronics,367.51,966,212,77912.12
182,Product_182,Clothing,723.69,507,110,79605.90000000001
183,Product_183,Sports,620.5,468,107,66393.5
184,Product_184,Electronics,144.13,6,205,29546.65
185,Product_185,Home & Garden,338.9,635,107,36262.3
186,Product_186,Home & Garden,806.04,337,172,138638.88
187,Product_187,Home & Garden,341.39,835,204,69643.56
188,Product_188,Beauty,974.48,139,170,165661.6
189,Product_189,Books,327.46,970,201,65819.45999999999
190,Product_190,Beauty,208.84,321,125,26105.0
191,Product_191,Clothing,964.93,991,211,203600.22999999998
192,Product_192,Books,298.53,711,123,36719.189999999995
193,Product_193,Beauty,496.1,589,148,73422.8
194,Product_194,Clothing,332.63,287,132,43907.16
195,Product_195,Home & Garden,371.37,954,149,55334.130000000005
196,Product_196,Sports,207.8,558,221,45923.8
197,Product_197,Clothing,684.9,563,164,112323.59999999999
198,Product_198,Electronics,953.47,472,161,153508.67
199,Product_199,Beauty,217.55,816,152,33067.6
200,Product_200,Books,832.97,70,137,114116.89
201,Product_201,Home & Garden,676.25,142,173,116991.25
202,Product_202,Beauty,309.8,258,154,47709.2
203,Product_203,Beauty,162.6,433,145,23577.0
204,Product_204,Home & Garden,83.23,612,194,16146.62
205,Product_205,Home & Garden,586.42,547,176,103209.92
206,Product_206,Sports,924.26,890,197,182079.22
207,Product_207,Beauty,424.12,37,176,74645.12
208,Product_208,Books,704.62,831,148,104283.76
209,Product_209,Sports,597.88,936,281,168004.28
210,Product_210,Electronics,118.28,254,242,28623.76
211,Product_211,Beauty,668.05,170,149,99539.45
212,Product_212,Beauty,616.55,576,219,135024.44999999998
213,Product_213,Beauty,680.7,409,131,89171.7
214,Product_214,Books,966.06,440,260,251175.59999999998
215,Product_215,Electronics,20.44,264,175,3577.0
216,Product_216,Clothing,515.57,531,125,64446.25000000001
217,Product_217,Sports,584.71,589,140,81859.40000000001
218,Product_218,Clothing,451.32,400,169,76273.08
219,Product_219,Home & Garden,774.62,602,169,130910.78
220,Product_220,Beauty,505.46,353,127,64193.42
221,Product_221,Electronics,487.94,302,153,74654.81999999999
222,Product_222,Home & Garden,921.34,87,132,121616.88
223,Product_223,Electronics,833.0,747,152,126616.0
224,Product_224,Clothing,354.85,351,209,74163.65000000001
225,Product_225,Home & Garden,786.43,533,222,174587.46
226,Product_226,Home & Garden,354.82,99,164,58190.479999999996
227,Product_227,Home & Garden,724.77,463,114,82623.78
228,Product_228,Books,76.5,45,157,12010.5
229,Product_229,Beauty,123.93,869,140,17350.2
230,Product_230,Books,651.49,693,219,142676.31
231,Product_231,Clothing,930.62,758,195,181470.9
232,Product_232,Clothing,520.83,565,158,82291.14
233,Product_233,Clothing,337.68,436,188,63483.840000000004
234,Product_234,Home & Garden,239.54,414,158,37847.32
235,Product_235,Beauty,192.61,655,133,25617.13
236,Product_236,Beauty,437.81,29,252,110328.12000000001
237,Product_237,Beauty,617.97,202,193,119268.21
238,Product_238,Home & Garden,596.28,398,146,87056.88
239,Product_239,Electronics,707.69,210,176,124553.44000000002
240,Product_240,Books,754.8,828,119,89821.2
241,Product_241,Electronics,581.57,818,193,112243.01000000001
242,Product_242,Sports,195.09,333,184,35896.56
243,Product_243,Clothing,462.97,268,83,38426.51
244,Product_244,Beauty,864.01,540,195,168481.95
245,Product_245,Beauty,320.27,397,169,54125.63
246,Product_246,Sports,398.62,116,161,64177.82
247,Product_247,Books,358.47,468,169,60581.43000000001
248,Product_248,Sports,180.8,689,178,32182.4
249,Product_249,Beauty,802.61,940,142,113970.62
250,Product_250,Sports,594.27,688,172,102214.44
251,Product_251,Clothing,320.05,244,158,50567.9
252,Product_252,Books,125.78,382,220,27671.6
253,Product_253,Beauty,149.94,397,162,24290.28
254,Product_254,Home & Garden,600.46,588,175,105080.5
255,Product_255,Home & Garden,428.81,498,180,77185.8
256,Product_256,Beauty,542.01,941,141,76423.41
257,Product_257,Beauty,931.39,177,162,150885.18
258,Product_258,Sports,175.2,295,157,27506.399999999998
259,Product_259,Clothing,195.23,862,169,32993.87
260,Product_260,Home & Garden,623.22,886,153,95352.66
261,Product_261,Books,952.32,496,166,158085.12
262,Product_262,Clothing,203.18,393,192,39010.56
263,Product_263,Sports,510.38,506,195,99524.1
264,Product_264,Home & Garden,687.85,425,177,121749.45
265,Product_265,Beauty,841.49,500,219,184286.31
266,Product_266,Clothing,91.84,31,212,19470.08
267,Product_267,Clothing,299.17,281,195,58338.15
268,Product_268,Clothing,542.23,172,205,111157.15000000001
269,Product_269,Home & Garden,569.99,791,155,88348.45
270,Product_270,Home & Garden,554.23,115,160,88676.8
271,Product_271,Sports,123.06,793,255,31380.3
272,Product_272,Sports,825.05,375,185,152634.25
273,Product_273,Sports,824.38,42,163,134373.94
274,Product_274,Beauty,446.95,223,189,84473.55
275,Product_275,Home & Garden,111.39,849,189,21052.71
276,Product_276,Beauty,753.83,304,187,140966.21
277,Product_277,Electronics,455.24,356,162,73748.88
278,Product_278,Electronics,444.68,120,121,53806.28
279,Product_279,Clothing,217.78,755,134,29182.52
280,Product_280,Sports,692.24,881,242,167522.08000000002
281,Product_281,Beauty,614.16,438,134,82297.44
282,Product_282,Clothing,619.99,803,147,91138.53
283,Product_283,Clothing,815.39,824,181,147585.59
284,Product_284,Electronics,574.37,545,142,81560.54
285,Product_285,Books,600.89,172,125,75111.25
286,Product_286,Books,979.21,299,159,155694.39
287,Product_287,Books,577.01,975,195,112516.95
288,Product_288,Sports,985.63,695,227,223738.00999999998
289,Product_289,Electronics,144.23,768,183,26394.09
290,Product_290,Home & Garden,919.58,283,149,137017.42
291,Product_291,Beauty,135.62,886,152,20614.24
292,Product_292,Clothing,257.18,728,149,38319.82
293,Product_293,Books,830.2,779,179,148605.80000000002
294,Product_294,Beauty,398.77,145,125,49846.25
295,Product_295,Sports,636.08,642,185,117674.8
296,Product_296,Home & Garden,381.42,77,214,81623.88
297,Product_297,Beauty,796.65,787,167,133040.55
298,Product_298,Electronics,408.82,767,148,60505.36
299,Product_299,Books,697.76,898,147,102570.72
300,Product_300,Books,460.15,499,186,85587.9
301,Product_301,Books,586.14,889,137,80301.18
302,Product_302,Beauty,102.21,995,208,21259.68
303,Product_303,Home & Garden,638.49,714,182,116205.18
304,Product_304,Books,851.61,814,151,128593.11
305,Product_305,Sports,403.74,991,128,51678.72
306,Product_306,Home & Garden,826.6,506,190,157054.0
307,Product_307,Books,329.64,290,199,65598.36
308,Product_308,Books,551.84,133,185,102090.40000000001
309,Product_309,Sports,853.9,807,153,130646.7
310,Product_310,Books,895.21,780,148,132491.08000000002
311,Product_311,Electronics,55.48,641,236,13093.279999999999
312,Product_312,Home & Garden,26.12,951,180,4701.6
313,Product_313,Clothing,446.87,0,153,68371.11
314,Product_314,Home & Garden,210.3,705,146,30703.8
315,Product_315,Clothing,883.33,309,182,160766.06
316,Product_316,Clothing,875.68,897,115,100703.2
317,Product_317,Books,102.41,369,192,19662.719999999998
318,Product_318,Books,91.6,680,176,16121.599999999999
319,Product_319,Beauty,173.87,405,166,28862.42
320,Product_320,Beauty,312.45,716,150,46867.5
321,Product_321,Clothing,434.94,93,165,71765.09999999999
322,Product_322,Beauty,104.23,218,139,14487.970000000001
323,Product_323,Home & Garden,87.16,607,191,16647.559999999998
324,Product_324,Clothing,524.25,455,148,77589.0
325,Product_325,Electronics,17.98,351,165,2966.7
326,Product_326,Electronics,988.27,432,151,149228.77
327,Product_327,Beauty,140.85,72,145,20423.25
328,Product_328,Clothing,389.24,748,128,49822.72
329,Product_329,Electronics,112.17,376,114,12787.380000000001
330,Product_330,Books,145.76,792,198,28860.48
331,Product_331,Clothing,645.16,693,169,109032.04
332,Product_332,Clothing,77.73,576,118,9172.14
333,Product_333,Electronics,614.22,168,135,82919.70000000001
334,Product_334,Home & Garden,357.68,218,180,64382.4
335,Product_335,Beauty,750.79,941,162,121627.98
336,Product_336,Home & Garden,619.92,453,185,114685.2
337,Product_337,Clothing,95.82,102,228,21846.96
338,Product_338,Clothing,754.92,603,143,107953.56
339,Product_339,Beauty,390.19,986,157,61259.83
340,Product_340,Home & Garden,321.36,143,150,48204.0
341,Product_341,Clothing,284.2,86,129,36661.799999999996
342,Product_342,Clothing,557.86,614,150,83679.0
343,Product_343,Beauty,611.52,797,114,69713.28
344,Product_344,Beauty,36.56,867,203,7421.68
345,Product_345,Beauty,877.07,210,247,216636.29
346,Product_346,Sports,610.86,193,180,109954.8
347,Product_347,Beauty,397.83,661,171,68028.93
348,Product_348,Electronics,785.96,812,160,125753.6
349,Product_349,Clothing,499.94,115,147,73491.18
350,Product_350,Clothing,504.59,608,174,87798.66
351,Product_351,Electronics,533.0,12,122,65026.0
352,Product_352,Books,934.59,135,106,99066.54
353,Product_353,Home & Garden,862.21,582,147,126744.87000000001
354,Product_354,Home & Garden,371.76,699,148,55020.48
355,Product_355,Clothing,765.1,977,132,100993.2
356,Product_356,Electronics,26.52,69,170,4508.4
357,Product_357,Electronics,269.56,40,153,41242.68
358,Product_358,Electronics,949.19,407,128,121496.32
359,Product_359,Sports,293.62,729,176,51677.12
360,Product_360,Sports,769.44,433,151,116185.44
361,Product_361,Beauty,408.25,655,213,86957.25
362,Product_362,Sports,542.28,156,157,85137.95999999999
363,Product_363,Books,92.76,80,216,20036.16
364,Product_364,Sports,921.72,997,166,153005.52
365,Product_365,Clothing,541.03,400,190,102795.7
366,Product_366,Sports,637.95,854,167,106537.65000000001
367,Product_367,Beauty,684.25,67,137,93742.25
368,Product_368,Books,701.69,747,182,127707.58000000002
369,Product_369,Clothing,67.33,88,147,9897.51
370,Product_370,Home & Garden,124.83,626,211,26339.13
371,Product_371,Sports,64.48,682,182,11735.36
372,Product_372,Beauty,661.47,179,141,93267.27
373,Product_373,Electronics,22.54,140,180,4057.2000000000003
374,Product_374,Beauty,21.24,508,142,3016.08
375,Product_375,Books,527.78,801,199,105028.22
376,Product_376,Beauty,266.65,380,177,47197.049999999996
377,Product_377,Clothing,752.28,894,192,144437.76
378,Product_378,Books,735.61,120,139,102249.79000000001
379,Product_379,Electronics,341.66,439,151,51590.66
380,Product_380,Books,528.62,269,142,75064.04
381,Product_381,Beauty,975.3,642,203,197985.9
382,Product_382,Electronics,501.19,523,183,91717.77
383,Product_383,Books,64.88,879,116,7526.08
384,Product_384,Sports,175.21,161,189,33114.69
385,Product_385,Books,775.6,915,165,127974.0
386,Product_386,Sports,677.38,118,192,130056.96
387,Product_387,Clothing,743.37,2,171,127116.27
388,Product_388,Electronics,860.1,12,118,101491.8
389,Product_389,Clothing,55.52,372,122,6773.4400000000005
390,Product_390,Home & Garden,921.02,183,205,188809.1
391,Product_391,Electronics,557.34,935,146,81371.64
392,Product_392,Beauty,743.26,429,198,147165.48
393,Product_393,Clothing,328.58,426,164,53887.12
394,Product_394,Beauty,326.74,845,126,41169.24
395,Product_395,Electronics,575.82,122,201,115739.82
396,Product_396,Sports,676.59,53,171,115696.89
397,Product_397,Clothing,230.95,528,165,38106.75
398,Product_398,Electronics,954.54,70,270,257725.8
399,Product_399,Home & Garden,867.37,792,154,133574.98
400,Product_400,Books,334.03,566,148,49436.44
401,Product_401,Home & Garden,17.89,205,140,2504.6
402,Product_402,Books,568.17,311,124,70453.08
403,Product_403,Beauty,626.49,475,173,108382.77
404,Product_404,Books,595.77,505,212,126303.23999999999
405,Product_405,Clothing,735.14,559,132,97038.48
406,Product_406,Clothing,159.06,954,184,29267.04
407,Product_407,Home & Garden,33.67,554,121,4074.07
408,Product_408,Books,639.58,710,162,103611.96
409,Product_409,Electronics,951.48,1,135,128449.8
410,Product_410,Beauty,382.51,755,186,71146.86
411,Product_411,Beauty,314.44,210,217,68233.48
412,Product_412,Sports,983.28,429,156,153391.68
413,Product_413,Home & Garden,961.57,995,201,193275.57
414,Product_414,Clothing,714.54,95,175,125044.5
415,Product_415,Electronics,922.06,918,188,173347.28
416,Product_416,Sports,418.93,917,123,51528.39
417,Product_417,Books,463.87,765,154,71435.98
418,Product_418,Electronics,584.96,517,154,90083.84000000001
419,Product_419,Clothing,640.84,403,155,99330.20000000001
420,Product_420,Electronics,595.98,63,134,79861.32
421,Product_421,Home & Garden,665.82,133,186,123842.52
422,Product_422,Clothing,298.76,871,133,39735.08
423,Product_423,Books,926.78,402,144,133456.32
424,Product_424,Beauty,833.58,334,197,164215.26
425,Product_425,Books,458.23,239,150,68734.5
426,Product_426,Electronics,944.12,139,196,185047.52000000002
427,Product_427,Sports,117.88,108,120,14145.6
428,Product_428,Clothing,455.07,321,166,75541.62
429,Product_429,Home & Garden,129.53,366,196,25387.88
430,Product_430,Clothing,457.4,474,120,54888.0
431,Product_431,Books,853.96,92,214,182747.44
432,Product_432,Clothing,809.52,311,225,182142.0
433,Product_433,Beauty,699.91,41,196,137182.36
434,Product_434,Clothing,837.57,335,193,161651.01
435,Product_435,Clothing,100.3,254,183,18354.9
436,Product_436,Books,402.28,50,195,78444.59999999999
437,Product_437,Beauty,305.85,839,183,55970.55
438,Product_438,Clothing,40.77,414,174,7093.9800000000005
439,Product_439,Home & Garden,560.39,563,226,126648.14
440,Product_440,Clothing,103.78,104,141,14632.98
441,Product_441,Clothing,130.24,63,110,14326.400000000001
442,Product_442,Clothing,139.41,843,146,20353.86
443,Product_443,Home & Garden,378.52,645,151,57156.52
444,Product_444,Beauty,93.2,600,151,14073.2
445,Product_445,Books,918.25,76,133,122127.25
446,Product_446,Electronics,997.19,202,116,115674.04000000001
447,Product_447,Beauty,449.0,131,156,70044.0
448,Product_448,Electronics,906.03,849,173,156743.19
449,Product_449,Books,131.3,964,163,21401.9
450,Product_450,Home & Garden,60.13,946,160,9620.800000000001
451,Product_451,Sports,438.82,741,183,80304.06
452,Product_452,Home & Garden,501.17,391,197,98730.48999999999
453,Product_453,Beauty,432.4,362,156,67454.4
454,Product_454,Clothing,909.22,281,133,120926.26
455,Product_455,Books,451.55,152,156,70441.8
456,Product_456,Electronics,617.97,631,170,105054.90000000001
457,Product_457,Clothing,650.81,510,140,91113.4
458,Product_458,Home & Garden,883.95,490,169,149387.55000000002
459,Product_459,Electronics,96.84,392,168,16269.12
460,Product_460,Clothing,425.04,658,209,88833.36
461,Product_461,Sports,256.66,821,165,42348.9
462,Product_462,Sports,796.9,391,175,139457.5
463,Product_463,Beauty,365.52,557,145,53000.399999999994
464,Product_464,Home & Garden,350.59,579,208,72922.72
465,Product_465,Sports,328.39,276,118,38750.02
466,Product_466,Clothing,35.8,611,173,6193.4
467,Product_467,Clothing,39.01,830,211,8231.11
468,Product_468,Books,68.01,483,152,10337.52
469,Product_469,Sports,363.86,598,161,58581.46
470,Product_470,Clothing,974.24,102,146,142239.04
471,Product_471,Clothing,660.3,272,143,94422.9
472,Product_472,Sports,818.12,939,136,111264.32
473,Product_473,Beauty,65.35,970,121,7907.35
474,Product_474,Clothing,579.94,816,175,101489.50000000001
475,Product_475,Home & Garden,361.26,859,147,53105.22
476,Product_476,Clothing,184.34,606,111,20461.74
477,Product_477,Books,808.15,714,179,144658.85
478,Product_478,Books,914.84,28,97,88739.48
479,Product_479,Beauty,703.56,970,149,104830.43999999999
480,Product_480,Sports,567.97,576,199,113026.03000000001
481,Product_481,Clothing,838.33,829,102,85509.66
482,Product_482,Home & Garden,546.7,179,124,67790.8
483,Product_483,Home & Garden,47.58,57,148,7041.84
484,Product_484,Clothing,605.65,20,94,56931.1
485,Product_485,Sports,483.21,339,161,77796.81
486,Product_486,Sports,209.45,133,160,33512.0
487,Product_487,Books,719.77,940,141,101487.56999999999
488,Product_488,Books,68.96,151,171,11792.16
489,Product_489,Sports,707.65,145,149,105439.84999999999
490,Product_490,Electronics,848.02,881,212,179780.24
491,Product_491,Books,960.95,382,162,155673.90000000002
492,Product_492,Beauty,942.5,405,111,104617.5
493,Product_493,Sports,110.02,309,151,16613.02
494,Product_494,Books,145.09,161,144,20892.96
495,Product_495,Beauty,949.21,810,125,118651.25
496,Product_496,Beauty,961.06,664,189,181640.34
497,Product_497,Books,182.46,991,88,16056.48
498,Product_498,Sports,696.62,951,134,93347.08
499,Product_499,Sports,789.12,228,194,153089.28
500,Product_500,Beauty,593.06,179,148,87772.87999999999
